"acquisition-date","administration_name","association-period","association-person","association-person-type","association-subject","association-subject-association","creator","creator-role","csvId","description","description-original","dimensions_concatenated","documentation-free-text","free-field-content","inscription-content","inscription-method","inscription-position","legal_status","material","material-part","object_category","object_name","object_number","postgresId","priref","production-date-end","production-date-start","production-period","production-place","related-object-association","related-object-reference","reproduction-reference","title","identifier/dataset","identifier/num_id","identifier/unique-doc-id","text/all-description-text"
"1965-01-01T00:00:00.000Z","Science and Technology : Technology","","Hunter, James G., 1959 - 1987 (fl.)","person","Brownhill, Auchterless, Aberdeenshire, Scotland, Northern Europe","","","","28","Blue painted box or coup cart, used at Brownhill, Auchterless","A blue painted box (coup) cart with red wheels and underparts; [with] name-plate on the front-board; there are four blue-painted shelvings, red painted shafts and a red-painted wooden frame.  Purchased from J. Hunter for 3[.0.0]. WF note, May 1999: Pin for shaft missing.","","","","James Hunter  Brownhill, Turriff. No. 2","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Cart, box / cart, coup","W.VC 22.1","29","6421","","","","","","","","","congruence-science-and-industry","29","congruence-science-and-industry_29","A blue painted box (coup) cart with red wheels and underparts; [with] name-plate on the front-board; there are four blue-painted shelvings, red painted shafts and a red-painted wooden frame.  Purchased from J. Hunter for 3[.0.0]. WF note, May 1999: Pin for shaft missing.. . . James Hunter  Brownhill, Turriff. No. 2. "
"1965-01-01T00:00:00.000Z","Science and Technology : Technology","","","","Rhum, Inverness-shire, Scotland, Northern Europe","","","","29","Four-wheeled gig with white ornamentation, used on the island of Rum","A four-wheeled gig originally painted blue, with white ornamentation; the body is in the form of a box with a hinged back door. One shaft is in position, the other is broken. Formerly used on the island of Rum.","","","","","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Gig","W.VC 23","30","6422","","","","","","","","","congruence-science-and-industry","30","congruence-science-and-industry_30","A four-wheeled gig originally painted blue, with white ornamentation; the body is in the form of a box with a hinged back door. One shaft is in position, the other is broken. Formerly used on the island of Rum.. . . . "
"1965-01-01T00:00:00.000Z","Science and Technology : Technology","","Hastie and Denholm","person","Fair-a-Far Farm, Cramond, Edinburgh, Midlothian, Scotland, Northern Europe","","","","30","Four-wheeled cart, used at Fair-a-Far Farm, Cramond","A four-wheeled lorry, there is a pair (1) of red painted shafts.  E. Edwards note, 4 August 2012: [VC 24.1] Cart. [VC 24.2] Shafts.","Overall: Height 1430mm. Overall: Length 2900mm. Overall: Width 1700mm","","","On each side: Hastie & Denholm, Cramond / on back board: Hastie & Denholm, Fair-a-Far Farm, Cramond / on front: No.3","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Lorry","W.VC 24.1","31","6423","","","","","","","","","congruence-science-and-industry","31","congruence-science-and-industry_31","A four-wheeled lorry, there is a pair (1) of red painted shafts.  E. Edwards note, 4 August 2012: [VC 24.1] Cart. [VC 24.2] Shafts.. . . On each side: Hastie & Denholm, Cramond / on back board: Hastie & Denholm, Fair-a-Far Farm, Cramond / on front: No.3. "
"1965-01-01T00:00:00.000Z","Science and Technology : Technology","","Hastie and Denholm","person","Fair-a-Far Farm, Cramond, Edinburgh, Midlothian, Scotland, Northern Europe","","","","31","Harvest cart, used at Fair-a-Far Farm, Cramond","Iron. A harvest cart with fixed, green-painted shafts red painted wheels; there are solid iron wheel covers. Formerly used on Fair-a-Far Farm, Cramond. From W# record: Mounted on sprung axle, mild steel wheel arches.","","","","","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Cart, harvest","W.VC 25","32","6424","","","","","","","","","congruence-science-and-industry","32","congruence-science-and-industry_32","Iron. A harvest cart with fixed, green-painted shafts red painted wheels; there are solid iron wheel covers. Formerly used on Fair-a-Far Farm, Cramond. From W# record: Mounted on sprung axle, mild steel wheel arches.. . . . "
"1867-12-10T00:00:00.000Z","Science and Technology : Technology","","","","Minera Mine, Wrexham, Wales, Northern Europe","","","","2129","One of a collection of specimens illustrating lead manufacture - lead smelting and desilverizing - a sample of galena from Minera Mine, near Wrexham, crushed into small pieces and washed for smelting","[One of] Illustrations of Lead Manufactures. - Lead Smelting and Desilverizing. - 4. Galena (Sulphide of Lead). From Minera mine, near Wrexham. Crushed into small pieces and washed for smelting. K. Grant note, 10 August 2015: Galena, also called lead glance, is the natural mineral form of lead(II) sulfide. It is the most important ore of lead and an important source of silver.","Box: Height 39mm. Box: Width 153mm. Box: Depth 137mm. Overall: Weight 803g","","","","","","Permanent collection","Galena","Whole","6. NON-FERROUS METALS, Lead","Specimen / lead / manufacture / smelting / desilverizing / sampl","T.1867.61.4","2130","200670","","","","","","","PF1053131","","congruence-science-and-industry","33","congruence-science-and-industry_33","[One of] Illustrations of Lead Manufactures. - Lead Smelting and Desilverizing. - 4. Galena (Sulphide of Lead). From Minera mine, near Wrexham. Crushed into small pieces and washed for smelting. K. Grant note, 10 August 2015: Galena, also called lead glance, is the natural mineral form of lead(II) sulfide. It is the most important ore of lead and an important source of silver.. . . . "
"1965-01-01T00:00:00.000Z","Science and Technology : Technology","","Hastie and Denholm","person","Fair-a-Far Farm, Cramond, Edinburgh, Midlothian, Scotland, Northern Europe","","","","32","Harvest cart, used at Fair-a-Far Farm, Cramond","Iron, enamel. A harvest cart as above, [[W.]1965.1639], with an enamelled plate on the side of the shaft; there are open iron frames over the wheels and a three barred iron grid at the front of the cart. Formerly used at Fair-a-Far Farm, Cramond. [W# description - Two-wheeled flat-bed cart with metal tyres].","","","","On plate: Hastie & Denholm  Fair-a-Far  Cramond","","","Permanent collection","Enamel | Iron","|","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Cart, harvest","W.VC 26","33","6425","","","","","","","","","congruence-science-and-industry","34","congruence-science-and-industry_34","Iron, enamel. A harvest cart as above, [[W.]1965.1639], with an enamelled plate on the side of the shaft; there are open iron frames over the wheels and a three barred iron grid at the front of the cart. Formerly used at Fair-a-Far Farm, Cramond. [W# description - Two-wheeled flat-bed cart with metal tyres].. . . On plate: Hastie & Denholm  Fair-a-Far  Cramond. "
"1965-01-01T00:00:00.000Z","Science and Technology : Technology","","","","Bass Rock Farm, North Berwick, East Lothian, Scotland, Northern Europe","","","","34","""Iron horse"" for use with cart shafts for tractor draught","Iron. An ""iron horse"" for use with cart shafts for tractor draught.","Overall: Length 2480mm. Overall: Width 1200mm. Overall: Height 630mm","","","","","","Permanent collection","Iron","Whole","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Horse","W.VC 29","35","6428","","","","","","W.PC 14","","","congruence-science-and-industry","36","congruence-science-and-industry_36","Iron. An ""iron horse"" for use with cart shafts for tractor draught.. . . . "
"1966-01-01T00:00:00.000Z","Science and Technology : Technology","","","","Silvermills, Coldingham, Berwickshire, Scotland, Northern Europe","","","","35","Cart with a fast body, from Silvermills, Coldingham","Iron. A cart with a fast body, green-painted, with detachable red shelvings, iron axle and hub caps, and slightly dished wheels.  Name plate illegible. (From Silvermills, Coldingham, Berwickshire).","","","","","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Cart","W.VC 30","36","6429","","","","","","","","","congruence-science-and-industry","37","congruence-science-and-industry_37","Iron. A cart with a fast body, green-painted, with detachable red shelvings, iron axle and hub caps, and slightly dished wheels.  Name plate illegible. (From Silvermills, Coldingham, Berwickshire).. . . . "
"1967-01-01T00:00:00.000Z","Science and Technology : Technology","","Alan Burns","person","Long cart | Cumbernauld, Dunbartonshire, Scotland, Northern Europe","|","","","36","Cart name-plate of brass, from a long cart made during World War I","Brass. A cart name plate, oval, brass. From a long cart made during the 1914 - 18 war.","","","","Capt. Alan Burns  No. 7  of Cumbernauld [number painted red, name painted blue]","","","Permanent collection","Brass","Whole","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Name-plate","W.VC 32","37","6431","","","","","","","","","congruence-science-and-industry","38","congruence-science-and-industry_38","Brass. A cart name plate, oval, brass. From a long cart made during the 1914 - 18 war.. . . Capt. Alan Burns  No. 7  of Cumbernauld [number painted red, name painted blue]. "
"1967-01-01T00:00:00.000Z","Science and Technology : Technology","","Alan Burns, Esq | Alan Burns, Esq | Jack of Maybole","person | person | person","Cumbernauld, Dunbartonshire, Scotland, Northern Europe","","","","37","Cart name-plate of brass","Brass. As above, [[W.]1967.507, A cart name plate, oval, brass].[(This and VC [34] are from the side of Jack of Maybole carts, dating from between 1901-14)].","","","","Alan Burns  Esq  No.1  Cumbernauld","","","Permanent collection","Brass","Whole","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Name-plate","W.VC 33","38","6432","1914","1901","1901 - 1914","","","","","","congruence-science-and-industry","39","congruence-science-and-industry_39","Brass. As above, [[W.]1967.507, A cart name plate, oval, brass].[(This and VC [34] are from the side of Jack of Maybole carts, dating from between 1901-14)].. . . Alan Burns  Esq  No.1  Cumbernauld. "
"1967-01-01T00:00:00.000Z","Science and Technology : Technology","","Alan Burns, Esq | Jack of Maybole","person | person","Cumbernauld, Dunbartonshire, Scotland, Northern Europe","","","","38","Cart name-plate of brass","Brass. As above, [[W.]1967.507, A cart name plate, oval, brass]. This and VC 33 above are from the sides of Jack of Maybole Carts, dating from between 1901-14.","","","","Alan Burns  Esq  Cumbernauld","","","Permanent collection","Brass","Whole","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Name-plate","W.VC 34","39","6433","","","","","","","","","congruence-science-and-industry","40","congruence-science-and-industry_40","Brass. As above, [[W.]1967.507, A cart name plate, oval, brass]. This and VC 33 above are from the sides of Jack of Maybole Carts, dating from between 1901-14.. . . Alan Burns  Esq  Cumbernauld. "
"1967-01-01T00:00:00.000Z","Science and Technology : Technology","","","","Lanark, Lanarkshire, Scotland, Northern Europe","","","","39","Wooden shelving for a cart or wagon","Wood, iron. A wooden ""shelving"" for a cart or wagon with two iron spikes for holding it upright in slots; painted blue and gold, with an overlay of red, with the name ""LANARK"" in yellow, withblue outlines, on one side.","","","","On one side: LANARK [painted]","","","Permanent collection","Wood","","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Shelving, cart / shelving, wagon","W.VC 35","40","6434","","","","","","","","","congruence-science-and-industry","41","congruence-science-and-industry_41","Wood, iron. A wooden ""shelving"" for a cart or wagon with two iron spikes for holding it upright in slots; painted blue and gold, with an overlay of red, with the name ""LANARK"" in yellow, withblue outlines, on one side.. . . On one side: LANARK [painted]. "
"1980-11-10T00:00:00.000Z","Science and Technology : Technology","","","","","","Bamford","","56","Bamford 'Atom' cultivator with implements","Bamford cultivator with implements.","","","","Atom","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - tractors","Cultivator / implement","W.1980.71","57","7928","","","","","","","","","congruence-science-and-industry","42","congruence-science-and-industry_42","Bamford cultivator with implements.. . . Atom. "
"1968-01-01T00:00:00.000Z","Science and Technology : Technology","","","","Water barrel | Peaston Farm, Ormiston, East Lothian, Scotland, Northern Europe","|","Scoular","","40","Pair of iron-shod wheels, used with a water barrel","Iron. A pair of red-painted, iron shod wheels. Used with a water barrel.","","","Collections Reunited - 2017-03-28: In two packages: Reiss, Ben (NMS)","On side of nave: Scoular, haddington  2  1822","","","Permanent collection","Iron","","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Wheel","W.VC 36","41","6435","1882","1882","1882","Haddington, East Lothian, Scotland, Northern Europe","","","","","congruence-science-and-industry","43","congruence-science-and-industry_43","Iron. A pair of red-painted, iron shod wheels. Used with a water barrel.. . Collections Reunited - 2017-03-28: In two packages: Reiss, Ben (NMS). On side of nave: Scoular, haddington  2  1822. "
"1968-01-01T00:00:00.000Z","Science and Technology : Technology","","","","Archbank Farm, Moffat, Dumfriesshire, Scotland, Northern Europe","","","","41","Horse-drawn hay bogey, with iron wheels, and ropes on the cylinder-shaped pulleys, from Archbank Farm, Moffat, Dumfriesshire, Scotland","Iron. A horse-drawn hay bogey, with iron wheels, and ropes on the cylinder-shaped pulleys. From Archbank Farm, Moffat, Dumfriesshire, Scotland.","Overall: Length 5100mm. Overall: Width 1980mm. Overall: Height 1050mm","","","","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Bogey, hay","W.VC 38","42","6437","","","","","","","","","congruence-science-and-industry","44","congruence-science-and-industry_44","Iron. A horse-drawn hay bogey, with iron wheels, and ropes on the cylinder-shaped pulleys. From Archbank Farm, Moffat, Dumfriesshire, Scotland.. . . . "
"1968-01-01T00:00:00.000Z","Science and Technology : Technology","","","","","","Alexr. Pennycook","","42","Metal, cart name-plate","Metal. A cart-name plate. metal,","","","","Alexr. Pennycook  Winton West Mains No. 2","","","Permanent collection","Metal","Whole","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Name-plate","W.VC 40","43","6439","","","","","","","","","congruence-science-and-industry","45","congruence-science-and-industry_45","Metal. A cart-name plate. metal,. . . Alexr. Pennycook  Winton West Mains No. 2. "
"1968-01-01T00:00:00.000Z","Science and Technology : Technology","","D. Cunningham | E. Garlton","person | person","","","","","43","Metal, cart name-plate","Metal. A cart-name plate. metal,","","","","D. Cunningham  No.20  E. Garlton","","","Permanent collection","Metal","Whole","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Name-plate","W.VC 41","44","6440","","","","","","","","","congruence-science-and-industry","46","congruence-science-and-industry_46","Metal. A cart-name plate. metal,. . . D. Cunningham  No.20  E. Garlton. "
"1989-01-17T00:00:00.000Z","Science and Technology : Technology","","","","","","","","44","Typewriter eraser","Typewriter eraser.","","","","","","","Permanent collection","","","Writing objects - quills, sanders, etc","Eraser","W.1987.53","45","7637","","","","","","","","","congruence-science-and-industry","47","congruence-science-and-industry_47","Typewriter eraser.. . . . "
"1863-07-31T00:00:00.000Z","Science and Technology : Technology","","Tuer and Hall","person","","","Faulkner, G., c. 1850 - 1893 (fl.)","Lithographer","1660","One of a series of lithographs of machines employed in textile manufacture - a raising machine, with a plan and two elevations","Lithographs of Machines employed in Textile Manufacture. Raising Machine; plan and two elevations. K. Grant note, 11 November 2011: lithograph by G. Faulkner, Manchester, ""Raising Machine"", date unknown, showing a raising machine with a plan and two elevations manufactured by Tuer and Hall, Hope Foundry, Bury near Manchester. 578 mm H x 878 mm W. 'Geo. Faulkner lith. Manchester'.","Overall: Height 578mm Accurate. Overall: Width 878mm Accurate","","","RAISING MACHINE, / TUER & HALL, MACHINISTS, / BURY, NEAR MANCHESTER.","","Top centre","Permanent collection","Paper","Whole","14. INDUSTRIES, Textiles","Lithograph","T.1863.1006.3","1661","189338","","","","Manchester, Lancashire, England, Northern Europe","","","","","congruence-science-and-industry","563","congruence-science-and-industry_563","Lithographs of Machines employed in Textile Manufacture. Raising Machine; plan and two elevations. K. Grant note, 11 November 2011: lithograph by G. Faulkner, Manchester, ""Raising Machine"", date unknown, showing a raising machine with a plan and two elevations manufactured by Tuer and Hall, Hope Foundry, Bury near Manchester. 578 mm H x 878 mm W. 'Geo. Faulkner lith. Manchester'.. . . RAISING MACHINE, / TUER & HALL, MACHINISTS, / BURY, NEAR MANCHESTER.. "
"1988-10-06T23:00:00.000Z","Science and Technology : Technology","","Drysdale, William R.B., 1980 - 1987 (fl.)","person","Hillend Farm, Edinburgh, Midlothian, Scotland, Northern Europe","","","","45","Strakes, 2 no. castings, for attachment to Ford-Ferguson tractor wheels. No iron spuds are loose","Strakes, 2 no. castings, for attachment to Ford-Ferguson tractorwheels. - no iron spuds loose. Purchased at roup at Hillend Farm, Fairmilehead, 3.10.88, at retiral of Willie Drysdale, farmer.","","","","","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - tractors","Strake","W.1988.51","46","7786","","","","","","","","","congruence-science-and-industry","48","congruence-science-and-industry_48","Strakes, 2 no. castings, for attachment to Ford-Ferguson tractorwheels. - no iron spuds loose. Purchased at roup at Hillend Farm, Fairmilehead, 3.10.88, at retiral of Willie Drysdale, farmer.. . . . "
"1979-03-28T23:00:00.000Z","Science and Technology : Technology","","","","","","","","46","Victoria carriage, painted light blue","Victoria carriage.  WF note, December 2000: Painted light blue.","Overall: Height 2500mm. Overall: Length 3200mm. Overall: Width 1750mm","","","","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - four-wheeled vehicles for pleasure or light work","Carriage","W.1979.12","47","7798","","","","","","","25988","","congruence-science-and-industry","49","congruence-science-and-industry_49","Victoria carriage.  WF note, December 2000: Painted light blue.. . . . "
"1979-03-28T23:00:00.000Z","Science and Technology : Technology","","","","","","","","47","Dog cart, restored and painted blue","Dog cart.  WF note, May 1999: Restored and painted blue.","Overall: Height 1850mm. Overall: Length 2400mm. Overall: Width 1600mm","","","","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Dog cart","W.1979.13","48","7799","","","","","","","","","congruence-science-and-industry","50","congruence-science-and-industry_50","Dog cart.  WF note, May 1999: Restored and painted blue.. . . . "
"1979-10-31T00:00:00.000Z","Science and Technology : Technology","","","","","","","","48","Box cart tail board","Box cart tail board.","","","","","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Tail board","W.1979.46","49","7846","","","","","","","","","congruence-science-and-industry","51","congruence-science-and-industry_51","Box cart tail board.. . . . "
"1858-03-26T00:00:00.000Z","Science and Technology : Technology","","","","","","","","640","One of a group of specimens of English and Welsh railway bars - a section of chair for bridge or flat-bottomed rails, rolled in 1856 at Rhymney, Glamorganshire","[One of] Specimens of English & Welsh Railway Bars &c. - 5. Section of chair for Bridge or flat bottomed rails, rolled at Rhymney in 1856.   MSS Register - Sold for scrap. Minute of Disposal Board. 5.11.46.","Whole: Height 31mm. Whole: Width 85mm. Whole: Depth 74mm. Weight: Weight 1.56kg","","Stamped with an incorrect number on side of object '232 5'. Object not scrapped, found during stores work 22/03/2023.","","","","Permanent collection","Iron","Whole","6. FERROUS METALS","Specimen / railway bar / chair, bridge rail / chair, flat-bottom","T.1858.233.5","641","177660","1856","1856","1856","Rhymney, Glamorganshire, Wales, Northern Europe","","","","","congruence-science-and-industry","661","congruence-science-and-industry_661","[One of] Specimens of English & Welsh Railway Bars &c. - 5. Section of chair for Bridge or flat bottomed rails, rolled at Rhymney in 1856.   MSS Register - Sold for scrap. Minute of Disposal Board. 5.11.46.. . Stamped with an incorrect number on side of object '232 5'. Object not scrapped, found during stores work 22/03/2023.. . "
"2018-06-05T23:00:00.000Z","Science and Technology : Technology","","","","","","Scottish Aviation Ltd","Maker","35886","Drawing of installation of co-ordinate meter, drawing number SA-DAK-80-13, one of a collection of drawings relating to luxury civilian conversions of military Douglas Dakota aircraft, produced by Scottish Aviation Limited for engineering work and manufacturing purposes, dated 25 July 1962","","","","One of a collection of drawings, produced by Scottish Aviation Limited for engineering work and manufacturing purposes, and used on various projects carried out by Scottish Aviation Limited.

Most of the drawings relate to SAL work done in the late 1940s to convert ex-military Douglas C-47 Dakota aircraft for civilian use, primarily by British European Airways. There are also a large number of technical drawings of the Scottish Aviation Scamp electric car plus drawings for Grumman Mallard conversion, Beech 18 G-ASUG conversion, Lockheed Constellation & Super Constellation, Douglas Skyraider for the Swedish Air Force, and McEwan-King seat locks.","","","","Permanent collection","Paper | Plastic","Drawings | Coating","1. AERONAUTICS, documents","Engineering drawing","EF.2018.6.1322","35887","905595","1962","1962","1962","Prestwick International Airport, Ayrshire, Scotland, Northern Europe","","","","","congruence-science-and-industry","35886","congruence-science-and-industry_35886",". . One of a collection of drawings, produced by Scottish Aviation Limited for engineering work and manufacturing purposes, and used on various projects carried out by Scottish Aviation Limited.

Most of the drawings relate to SAL work done in the late 1940s to convert ex-military Douglas C-47 Dakota aircraft for civilian use, primarily by British European Airways. There are also a large number of technical drawings of the Scottish Aviation Scamp electric car plus drawings for Grumman Mallard conversion, Beech 18 G-ASUG conversion, Lockheed Constellation & Super Constellation, Douglas Skyraider for the Swedish Air Force, and McEwan-King seat locks.. . "
"1980-03-14T00:00:00.000Z","Science and Technology : Technology","","","","","","Miller","","49","Ayrshire long cart by Miller of Hillhead, Ochiltree","Ayrshire long cart by Miller of Hillhead, Ochiltree.","Overall: Height 1650mm. Overall: Length 4450mm. Overall: Width 1800mm","","","","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Cart, long","W.1980.14","50","7871","","","","Hillhead, Ochiltree, Ayrshire, Scotland, Northern Europe","","","","","congruence-science-and-industry","52","congruence-science-and-industry_52","Ayrshire long cart by Miller of Hillhead, Ochiltree.. . . . "
"1980-03-14T00:00:00.000Z","Science and Technology : Technology","","","","","","MacIntyre","","50","Box cart by MacIntyre of the Moat","Box cart made by MacIntyre of the Moat, with shelmets.","Overall: Length 2340mm. Overall: Width 1800mm. Overall: Height 580mm","","W#.0254 is part of this cart.","","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Box cart","W.1980.15.1","51","7872","","","","Ochiltree, Ayrshire, Scotland, Northern Europe","","","","","congruence-science-and-industry","53","congruence-science-and-industry_53","Box cart made by MacIntyre of the Moat, with shelmets.. . W#.0254 is part of this cart.. . "
"1980-03-14T00:00:00.000Z","Science and Technology : Technology","","","","","","","","51","Box cart made in 1924 or 1925 at Hillhead","Box cart made in 1924 or 1925 at Hillhead.","","","","","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Box cart","W.1980.16","52","7873","1924 | 1925","1924 | 1925","1924 | 1925","Hillhead, Ochiltree, Ayrshire, Scotland, Northern Europe","","","","","congruence-science-and-industry","54","congruence-science-and-industry_54","Box cart made in 1924 or 1925 at Hillhead.. . . . "
"1980-03-14T00:00:00.000Z","Science and Technology : Technology","","","","","","Miller","","52","Box cart body made by Miller of Hillhead","Box cart body made by Miller of Hillhead.","","","","","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Cart, box / portion","W.1980.17","53","7874","","","","Hillhead, Ochiltree, Ayrshire, Scotland, Northern Europe","","","","","congruence-science-and-industry","55","congruence-science-and-industry_55","Box cart body made by Miller of Hillhead.. . . . "
"1980-07-02T23:00:00.000Z","Science and Technology : Technology","","","","","","","","54","Five cart axle pins, with hole at one end, iron","Five cart axle pins. ORF: Number of Items: 5. Department Section: Scottish Modern History. NMS Object Category: Scottish Country Life. Object Name: Cart axle pins. Description: Five identical iron cart axle pins, each with a hole at one end. PHYSICAL CHARACTERISTICS Materials: Iron. Dimensions: H. 50 mm; L. 110 mm; W. 30 mm. NOTES and DOCUMENTATION Supplementary Information?: No. CONDITION Condition: Fair, but rusty. Has Conservation Quarantine check been carried out? No. Completed By: Kate Mackay; Date: 10/09/09. J. Macrae note, 2012-02-17: These items were mistakenly re-registered as W.2009.15, but have reverted to their original number.","Overall: Height 50mm. Overall: Length 110mm. Overall: Width 30mm","","This item was mistakenly re-registered as W.2009.15 in 2009.  It has reverted back to its original number.","","","","Permanent collection","Iron","Whole","15. ROAD TRANSPORT","Axle pin","W.1980.46","55","7903","","","","","","","","","congruence-science-and-industry","57","congruence-science-and-industry_57","Five cart axle pins. ORF: Number of Items: 5. Department Section: Scottish Modern History. NMS Object Category: Scottish Country Life. Object Name: Cart axle pins. Description: Five identical iron cart axle pins, each with a hole at one end. PHYSICAL CHARACTERISTICS Materials: Iron. Dimensions: H. 50 mm; L. 110 mm; W. 30 mm. NOTES and DOCUMENTATION Supplementary Information?: No. CONDITION Condition: Fair, but rusty. Has Conservation Quarantine check been carried out? No. Completed By: Kate Mackay; Date: 10/09/09. J. Macrae note, 2012-02-17: These items were mistakenly re-registered as W.2009.15, but have reverted to their original number.. . This item was mistakenly re-registered as W.2009.15 in 2009.  It has reverted back to its original number.. . "
"1980-11-10T00:00:00.000Z","Science and Technology : Technology","","","","","","B. M. B. Limited","","57","BMB Plowmate light tractor","BMB light tractor.","","","","Plowmate","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - tractors","Tractor","W.1980.72","58","7929","","","","","","","","","congruence-science-and-industry","58","congruence-science-and-industry_58","BMB light tractor.. . . Plowmate. "
"1982-01-05T00:00:00.000Z","Science and Technology : Technology","","","","Aberlady, East Lothian, Scotland, Northern Europe","","","","58","One of two coach lamps from an Aberlady vegetable cart, used about 1875-1926","[One of] Two coach lamps from an Aberlady vegetable cart, used c. 1875-1926.","","","","","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Lamp, coach","W.1982.1.1","59","7960","","","","","","","","","congruence-science-and-industry","59","congruence-science-and-industry_59","[One of] Two coach lamps from an Aberlady vegetable cart, used c. 1875-1926.. . . . "
"1982-01-05T00:00:00.000Z","Science and Technology : Technology","","","","Aberlady, East Lothian, Scotland, Northern Europe","","","","59","One of two coach lamps from an Aberlady vegetable cart, used about 1875-1926","[One of] Two coach lamps from an Aberlady vegetable cart, used c. 1875-1926.","","","","","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Lamp, coach","W.1982.1.2","60","7961","","","","","","","","","congruence-science-and-industry","60","congruence-science-and-industry_60","[One of] Two coach lamps from an Aberlady vegetable cart, used c. 1875-1926.. . . . "
"1972-01-01T00:00:00.000Z","Science and Technology : Technology","","","","","","","","72","Rectangular decorated footstep attached to an iron bar, from a gig","Iron. Rectangular, decorated footstep, attached to an iron bar,from a gig.","","","","","","","Permanent collection","Iron","Whole","15. ROAD TRANSPORT | Transport - four-wheeled vehicles for pleasure or light work","Footstep, gig","W.1972.214","73","8843","","","","","","","","","congruence-science-and-industry","73","congruence-science-and-industry_73","Iron. Rectangular, decorated footstep, attached to an iron bar,from a gig.. . . . "
"1969-12-31T23:00:00.000Z","Science and Technology : Technology","","","","Leadhills, Lanarkshire, Scotland, Northern Europe","","","","60","Eleven wooden sleepers, from a mine railway near Leadhills, Lanarkshire","Sleepers, eleven from a mine railway near Leadhills; the longer ones formed the side track, the short ones the cross-sleepers.","","","","","","","Permanent collection","Wood","Whole","6. MINING | 6. NON-FERROUS METALS, Lead | Lead mining","Sleeper, railway","W.1970.118","61","8271","","","","","","","","","congruence-science-and-industry","61","congruence-science-and-industry_61","Sleepers, eleven from a mine railway near Leadhills; the longer ones formed the side track, the short ones the cross-sleepers.. . . . "
"1969-12-31T23:00:00.000Z","Science and Technology : Technology","","","","Leadhills, Lanarkshire, Scotland, Northern Europe","","","","61","Six iron rungs, from a ladder used in the mine near Leadhills","Iron. Rungs, six, from a ladder used in the mine near Leadhills; three rungs have short sections of the wooden sides remaining.","","","","","","","Permanent collection","Iron","Whole","6. MINING | 6. NON-FERROUS METALS, Lead | Lead mining","Rung, ladder","W.1970.119","62","8272","","","","","","","","","congruence-science-and-industry","62","congruence-science-and-industry_62","Iron. Rungs, six, from a ladder used in the mine near Leadhills; three rungs have short sections of the wooden sides remaining.. . . . "
