"acquisition-date","administration_name","association-period","association-person","association-person-type","association-subject","association-subject-association","creator","creator-role","csvId","description","description-original","dimensions_concatenated","documentation-free-text","free-field-content","inscription-content","inscription-method","inscription-position","legal_status","material","material-part","object_category","object_name","object_number","postgresId","priref","production-date-end","production-date-start","production-period","production-place","related-object-association","related-object-reference","reproduction-reference","title","identifier/dataset","identifier/num_id","identifier/unique-doc-id","text/all-description-text"
"1969-12-31T23:00:00.000Z","Science and Technology : Technology","","","","Leadhills, Lanarkshire, Scotland, Northern Europe","","","","62","Part of the iron stem of a drill, from Leadhills, Lanarkshire","Iron. Part of the stem of a drill; the notched end represents the remains of the pin hole to take the link from the drill head.","","","","","","","Permanent collection","Iron","Whole","6. MINING | 6. NON-FERROUS METALS, Lead","Stem, drill","W.1970.120","63","8273","","","","","","","","","congruence-science-and-industry","63","congruence-science-and-industry_63","Iron. Part of the stem of a drill; the notched end represents the remains of the pin hole to take the link from the drill head.. . . . "
"1969-12-31T23:00:00.000Z","Science and Technology : Technology","","","","Leadhills, Lanarkshire, Scotland, Northern Europe","","","","63","Two canvas carrying bands, carried in the lead mines near Leadhills","Canvas. Carrying bands, two, with hooks for a creel, carried in the lead mines.","","","","","","","Permanent collection","Canvas","Whole","6. MINING | 6. NON-FERROUS METALS, Lead | Lead mining","Band, carrying","W.1970.121","64","8274","","","","","","","","","congruence-science-and-industry","64","congruence-science-and-industry_64","Canvas. Carrying bands, two, with hooks for a creel, carried in the lead mines.. . . . "
"1969-12-31T23:00:00.000Z","Science and Technology : Technology","","","","","","Thomas Stewart and Co.","","64","Rectangular blade for a brewer's shovel, with six wooden tines, used  for turning grain","Rectangular blade for a brewer's shovel, used for turning grain; it has six wooden tines which slope to a nearly flat end; ink stamped.","","","","THOMAS STEWART & CO / 142(?) LAURISTON PLACE / EDINBURGH / MALTTOOL MAKERS","","","Permanent collection","","","Distilling, brewing and proving","Blade, brewer's shovel","W.1970.122","65","8275","","","","Edinburgh, Midlothian, Scotland, Northern Europe","","","","","congruence-science-and-industry","65","congruence-science-and-industry_65","Rectangular blade for a brewer's shovel, used for turning grain; it has six wooden tines which slope to a nearly flat end; ink stamped.. . . THOMAS STEWART & CO / 142(?) LAURISTON PLACE / EDINBURGH / MALTTOOL MAKERS. "
"1969-12-31T23:00:00.000Z","Science and Technology : Technology","","","","","","Steele","","65","Iron cart name plate, with black, blue and white enamel","Iron. Cart name plate, faced with black enamel on the back and blue enamel on the front, and inscribed in white enamel.","","","","THOMAS ROSS / 4 / NETHER WILLIAMSTON","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Name-plate","W.1970.210","66","8368","1930","","Pre 1930","Mid Calder, Midlothian, Scotland, Northern Europe","","","","","congruence-science-and-industry","66","congruence-science-and-industry_66","Iron. Cart name plate, faced with black enamel on the back and blue enamel on the front, and inscribed in white enamel.. . . THOMAS ROSS / 4 / NETHER WILLIAMSTON. "
"1969-12-31T23:00:00.000Z","Science and Technology : Technology","","","","","","","","66","Two cast iron, cart name plates","Cast iron. Cart name plates, two, each has incut corners, raised rim all round and four screw holes. From W# record: Two cart plates with the name ""A. Rugg, Haster"".","","","Collections Reunited (aim to split) - 2017-01-31: Parts labelled .1 and .2: Brown, Vicky (NMS).","A. RUGG / HASTER & No. 3 & No. 8","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Name-plate","W.1970.211","67","8369","","","","","","","","","congruence-science-and-industry","67","congruence-science-and-industry_67","Cast iron. Cart name plates, two, each has incut corners, raised rim all round and four screw holes. From W# record: Two cart plates with the name ""A. Rugg, Haster"".. . Collections Reunited (aim to split) - 2017-01-31: Parts labelled .1 and .2: Brown, Vicky (NMS).. A. RUGG / HASTER & No. 3 & No. 8. "
"1969-12-31T23:00:00.000Z","Science and Technology : Technology","","","","","","","","67","Five cart pins","5 cart pins.","","","","","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Pin, cart","W.1970.237","68","8397","","","","","","","","","congruence-science-and-industry","68","congruence-science-and-industry_68","5 cart pins.. . . . "
"1970-12-31T23:00:00.000Z","Science and Technology : Technology","","","","","","","","68","Metal tail-board pin for a cart, with a small twisted link, a larger circular link, and the peg","Metal.  Tail board pin for a cart, incorporating a small twisted link, a larger circular link and the peg.","","","","","","","Permanent collection","Metal","Whole","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Pin, tail-board, cart","W.1971.317","69","8721","","","","","","","","","congruence-science-and-industry","69","congruence-science-and-industry_69","Metal.  Tail board pin for a cart, incorporating a small twisted link, a larger circular link and the peg.. . . . "
"1970-12-31T23:00:00.000Z","Science and Technology : Technology","","","","","","Michelin","","69","Two tyre removers for changing motor-cycle or car tyres; metal tubing with a handle and two prongs each with a small wheel at the end","Two gadgets for helping to change tyres on early motor cycles or sometimes cars; made of metal tubing with a handle and two prongs; a small wheel runs at the end of each prong.","","","","","","","Permanent collection","Metal","Whole","15. TRANSPORT, Motorcycle","Tyre remover","W.1971.318","70","8722","","","","Clermont","","","","","congruence-science-and-industry","70","congruence-science-and-industry_70","Two gadgets for helping to change tyres on early motor cycles or sometimes cars; made of metal tubing with a handle and two prongs; a small wheel runs at the end of each prong.. . . . "
"1970-12-31T23:00:00.000Z","Science and Technology : Technology","","","","","","","","70","Iron wedge for holding on the wheel of an Allan oil engine dated about 1911","Iron.  Wedge for holding on the wheel of an Allan oil engine dated about 1911.","","","","","","","Permanent collection","Iron","Whole","15. ROAD TRANSPORT | Transport - tractors","Wedge, wheel, engine","W.1971.319","71","8723","","","","","","","","","congruence-science-and-industry","71","congruence-science-and-industry_71","Iron.  Wedge for holding on the wheel of an Allan oil engine dated about 1911.. . . . "
"1972-01-01T00:00:00.000Z","Science and Technology : Technology","","R. Grieve and Sons, Wheelwright and coachbuilder","person","Hawick, Roxburghshire, Scotland, Northern Europe","","","","71","Two footplates for a gig from a former wheelwright's business","Two footplates for a gig, from a former wheelwright's business.","","","","","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - four-wheeled vehicles for pleasure or light work","Footplate, gig","W.1972.212","72","8841","","","","","","","","","congruence-science-and-industry","72","congruence-science-and-industry_72","Two footplates for a gig, from a former wheelwright's business.. . . . "
"1972-01-01T00:00:00.000Z","Science and Technology : Technology","","","","","","","","73","Lampholder for a gig, attached by an arm to a thin iron rod","Iron. Lamp holder for a gig; attached by an arm to a thin iron rod, with curled finials.","","","","","","","Permanent collection","Iron","Whole","15. ROAD TRANSPORT | Transport - four-wheeled vehicles for pleasure or light work","Lampholder, gig","W.1972.215","74","8844","","","","","","","","","congruence-science-and-industry","74","congruence-science-and-industry_74","Iron. Lamp holder for a gig; attached by an arm to a thin iron rod, with curled finials.. . . . "
"1972-01-01T00:00:00.000Z","Science and Technology : Technology","","","","","","","","74","Pair of wooden lorry wheels with metal rims","Wood and metal. Pair of lorry wheels, wooden, with metal rims.","","","","","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Wheel, lorry","W.1972.217","75","8846","","","","","","","","","congruence-science-and-industry","75","congruence-science-and-industry_75","Wood and metal. Pair of lorry wheels, wooden, with metal rims.. . . . "
"1985-05-16T23:00:00.000Z","Science and Technology : Technology","","","","","","","","75","Wooden barrow wheel with axle and brackets","Wooden barrow wheel w. axle. + brackets (2). Treated for worm.","","","","","","","Permanent collection","Wood","Whole","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Barrow wheel","W.1985.63","76","9263","","","","","","","","","congruence-science-and-industry","76","congruence-science-and-industry_76","Wooden barrow wheel w. axle. + brackets (2). Treated for worm.. . . . "
"1985-05-22T23:00:00.000Z","Science and Technology : Technology","","","","","","","","76","Coach lamp","Coach lamp. New glass made for front section.","","","","","","","Permanent collection","Glass","Whole","15. ROAD TRANSPORT | Transport - four-wheeled vehicles for pleasure or light work","Lamp, coach","W.1985.67","77","9267","","","","","","","","","congruence-science-and-industry","77","congruence-science-and-industry_77","Coach lamp. New glass made for front section.. . . . "
"1985-11-19T00:00:00.000Z","Science and Technology : Technology","","","","","","","","77","Spherical, partly opaque, electric light bulb","POSSIBLE ASBESTOS HAZARD. Electric light bulb. Spherical, partly opaque.","","","","","","","Permanent collection","","","8. ELECTRICAL AND ELECTRONIC ENGINEERING, Installation | Lighting - lamps - of all kinds","Bulb, light","W.1985.217","78","9422","","","","","","","","","congruence-science-and-industry","78","congruence-science-and-industry_78","POSSIBLE ASBESTOS HAZARD. Electric light bulb. Spherical, partly opaque.. . . . "
"1985-11-19T00:00:00.000Z","Science and Technology : Technology","","","","","","","","78","Electric light bulb, with top shaped with ribbing","POSSIBLE ASBESTOS HAZARD. Electric light bulb. Topped shaped with ribbing.","","","","","","","Permanent collection","","","8. ELECTRICAL AND ELECTRONIC ENGINEERING, Installation | Lighting - lamps - of all kinds","Bulb, light","W.1985.218","79","9423","","","","","","","","","congruence-science-and-industry","79","congruence-science-and-industry_79","POSSIBLE ASBESTOS HAZARD. Electric light bulb. Topped shaped with ribbing.. . . . "
"1985-09-17T23:00:00.000Z","Science and Technology : Technology","","","","","","","","79","Model of logging cart","Model of logging cart made by the donor.","","","","","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Model","W.1985.224","80","9429","","","","","","","","","congruence-science-and-industry","80","congruence-science-and-industry_80","Model of logging cart made by the donor.. . . . "
"1986-10-15T23:00:00.000Z","Science and Technology : Technology","","","","","","","","80","Motorcycle chain link-pin remover, ""The Coventry""","Motorcycle chain link-pin remover.","","","","The Coventry","","","Permanent collection","","","15. TRANSPORT, Motorcycle","Link-pin remover","W.1986.58","81","9490","","","","","","","","","congruence-science-and-industry","81","congruence-science-and-industry_81","Motorcycle chain link-pin remover.. . . The Coventry. "
"1982-02-05T00:00:00.000Z","Science and Technology : Technology","","Rotary Club, Winnipeg","person","Red River, Winnipeg, Manitoba, Canada, North America","","","","81","Wooden model, black, of the Red River ox cart, presented to the donor by the Rotary Club of Winnipeg, Canada","Model of Red River (Canada) ox cart. Presented to the donor by the Rotary Club of Winnipeg, Canada.  E. Edwards note, 30 October 2012: Measurements - 152mm L x 110mm W x 100mm H.  Wood, black. Condition excellent.","Overall: Height 100mm. Overall: Length 52mm. Overall: Width 110mm","","","","","","Permanent collection","Wood","Whole","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Ox cart / model","W.1982.3","82","9494","","","","","","","","","congruence-science-and-industry","82","congruence-science-and-industry_82","Model of Red River (Canada) ox cart. Presented to the donor by the Rotary Club of Winnipeg, Canada.  E. Edwards note, 30 October 2012: Measurements - 152mm L x 110mm W x 100mm H.  Wood, black. Condition excellent.. . . . "
"1938-04-30T23:00:00.000Z","Science and Technology : Technology","","Watt, James, 1736 - 1819 | Barclay Perkins","person | person","","","","","7650","Photostat of an original Watt drawing showing parallel motion for Barclay Perkins' engine, dated 12 May 1786","Original Watt drawing, photostat of, showing Parallel Motion for Barclay Perkins' Engine. Dated 12th May, 1786. [Acquired from Birmingham Library for purposes of identification. Found unregistered May 12, 1938]. K. Grant note, 18 November 2008: 436 mm H x 523 mm W.","Overall: Height 436mm Accurate. Overall: Width 523mm Accurate","","","","","","Permanent collection","","","12. HEAT ENGINES, Steam","Photocopy / drawing","T.1938.108","7651","215271","","","","","|  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |","T.2007.292.1 | T.2007.292.2 | T.2007.292.3 | T.2007.292.4 | T.2007.292.5 | T.2007.292.6 | T.2007.292.7 | T.2007.292.8 | T.2007.292.9 | T.2007.292.10 | T.2007.292.11 | T.2007.292.12 | T.2007.292.13 | T.2007.292.14 | T.2007.292.15 | T.2007.292.16 | T.2007.292.17 | T.2007.292.18 | T.2007.292.19 | T.2007.292.20 | T.2007.292.21 | T.2007.292.22 | T.2007.292.23 | T.2007.292.24 | T.2007.292.25 | T.2007.292.26","","","congruence-science-and-industry","695","congruence-science-and-industry_695","Original Watt drawing, photostat of, showing Parallel Motion for Barclay Perkins' Engine. Dated 12th May, 1786. [Acquired from Birmingham Library for purposes of identification. Found unregistered May 12, 1938]. K. Grant note, 18 November 2008: 436 mm H x 523 mm W.. . . . "
"1986-11-20T00:00:00.000Z","Science and Technology : Technology","","","","","","","","82","Cart owner's name plate, inscribed 'Thomas Frame, Parkhead, West Calder'","Cart Owner's name plate, inscribed 'Thomas Frame, Parkhead, West Calder'.","","","","Thomas Frame, Parkhead, West Calder","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Name-plate","W.1986.89","83","9524","","","","","","","","","congruence-science-and-industry","83","congruence-science-and-industry_83","Cart Owner's name plate, inscribed 'Thomas Frame, Parkhead, West Calder'.. . . Thomas Frame, Parkhead, West Calder. "
"1986-11-06T00:00:00.000Z","Science and Technology : Technology","","","","","","","","83","Cart","Cart.","Overall: Height 3100mm. Overall: Length 4100mm. Overall: Width 1300mm","","","","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Cart","W.1986.141","84","9580","","","","","","","","","congruence-science-and-industry","84","congruence-science-and-industry_84","Cart.. . . . "
"1986-11-06T00:00:00.000Z","Science and Technology : Technology","","","","","","","","85","Passenger pony trap of varnished wood with two wheels","Cart (sprung). From W# record: Passenger pony trap of varnished wood with two wheels.","Overall: Height 1400mm. Overall: Length 3500mm. Overall: Width 1500mm","","","","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Trap, pony","W.1986.143","86","9582","","","","","","","PF1047791 | PF1047792 | PF1047793 | PF1047794 | PF1047795 | PF1047796 | PF1047797 | PF1047798","","congruence-science-and-industry","86","congruence-science-and-industry_86","Cart (sprung). From W# record: Passenger pony trap of varnished wood with two wheels.. . . . "
"1986-11-06T00:00:00.000Z","Science and Technology : Technology","","","","","","","","86","Peat barrow","Peat Barrow.","","","","","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - sleds","Barrow","W.1986.150","87","9588","","","","","","","","","congruence-science-and-industry","87","congruence-science-and-industry_87","Peat Barrow.. . . . "
"1986-12-10T00:00:00.000Z","Science and Technology : Technology","","","","","","Ferguson","","87","Ferguson tractor","Ferguson Tractor. Dimensions: 2900 mm L x 1800 mm W x 1870 mm H.","Overall: Height 1870mm. Overall: Length 2900mm. Overall: Width 1800mm","","","","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - tractors","Tractor","W.1986.159","88","9598","","","","","","","","","congruence-science-and-industry","88","congruence-science-and-industry_88","Ferguson Tractor. Dimensions: 2900 mm L x 1800 mm W x 1870 mm H.. . . . "
"1986-12-10T00:00:00.000Z","Science and Technology : Technology","","","","","","Ferguson","Manufacturer","88","Ferguson tractor TED20,  petrol paraffin power with hydraulic front lift, registration number SY8 626, 1951","Ferguson Tractor with hydraulic front lift. Registration number SY8 626. Dimensions: 4100 mm L x 1700 mm W x 3150 mm H.  E. Edwards note, 18 March 2011: Tractor TED20 petrol paraffin powered. 1951.","Overall: Height 3150mm. Overall: Length 4100mm. Overall: Width 1700mm","","","| TED20","|","Number plate |","Permanent collection","","","15. ROAD TRANSPORT | Transport - tractors","Tractor","W.1986.160","89","9599","1951","1951","1951","","","","PF1041100 | PF1041101","","congruence-science-and-industry","89","congruence-science-and-industry_89","Ferguson Tractor with hydraulic front lift. Registration number SY8 626. Dimensions: 4100 mm L x 1700 mm W x 3150 mm H.  E. Edwards note, 18 March 2011: Tractor TED20 petrol paraffin powered. 1951.. . . | TED20. "
"1986-12-10T00:00:00.000Z","Science and Technology : Technology","","","","","","","","89","Tractor lift platform, Ferguson","Tractor lift platform.","","","PE.YT.175, described as a Ferguson tractor attachment, now resolved and identified as W.1986.161","","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - tractors","Tractor lift platform","W.1986.161","90","9600","","","","","","","","","congruence-science-and-industry","90","congruence-science-and-industry_90","Tractor lift platform.. . PE.YT.175, described as a Ferguson tractor attachment, now resolved and identified as W.1986.161. . "
"1968-12-31T23:00:00.000Z","Science and Technology : Technology","","Williamson Brothers","person","Northumberland, England, Northern Europe | Pathhead, Hawick, Roxburghshire, Scotland, Northern Europe","|","","","98","Light-made long cart used in Northumberland and later at Pathhead until about 1951","Light-made long cart; shallow rectangular box frame with strutsrising to a wooden rim on all sides; front end lightly arched; secondary frame fixed outwards from the front and either side; wooden carved hubs and plain wood shafts; upper part is painted powder blue, the lower part, underside and wheels, red; used by Williamson bros at Northumberland and later at Pathhead until 1951","","","","","","","Permanent collection","Wood","Whole","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Cart","W.1969.179","99","10128","","","","","","","PF1047774 | PF1047775 | PF1047776 | PF1047777 | PF1047778 | PF1047779 | PF1047780 | PF1047781 | PF1047782","","congruence-science-and-industry","100","congruence-science-and-industry_100","Light-made long cart; shallow rectangular box frame with strutsrising to a wooden rim on all sides; front end lightly arched; secondary frame fixed outwards from the front and either side; wooden carved hubs and plain wood shafts; upper part is painted powder blue, the lower part, underside and wheels, red; used by Williamson bros at Northumberland and later at Pathhead until 1951. . . . "
"1986-12-10T00:00:00.000Z","Science and Technology : Technology","","","","","","","","90","Small, pneumatic wheeled, cart in very poor condition","Small pneumatic wheeled cart. Very poor condition.","","","","","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Cart","W.1986.178","91","9616","","","","","","","","","congruence-science-and-industry","91","congruence-science-and-industry_91","Small pneumatic wheeled cart. Very poor condition.. . . . "
"1986-12-10T00:00:00.000Z","Science and Technology : Technology","","","","","","","","91","Small tractor drawn tip cart with no wheels, in extremely poor condition","Small tip cart, no wheels. Extremely poor condition. (tractor drawn). Possibly to be scrapped.","","","","","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Cart","W.1986.179","92","9617","","","","","","","","","congruence-science-and-industry","92","congruence-science-and-industry_92","Small tip cart, no wheels. Extremely poor condition. (tractor drawn). Possibly to be scrapped.. . . . "
"1976-01-01T00:00:00.000Z","Science and Technology : Technology","","","","Gullane, East Lothian, Scotland, Northern Europe | Aberlady, East Lothian, Scotland, Northern Europe","|","","","92","Iron jack, made about 1890 for the Gullane beer lorry","Iron. Incomplete. Jack, made about 1890, for a beer lorry; the sole plate had two bolt holes for attaching it to a wooden sole which is missing, and the upright has seven holes for different setings for the fulcrum of the long lifting handle; the jack wasmade for the Gullane beer lorry which carried beer from Aberlady when the railway had been built.","","","","","","","Permanent collection","Iron","Whole","15. TRANSPORT, Motor | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Jack","W.1976.54","93","9740","1890","1890","c. 1890","","","","","","congruence-science-and-industry","93","congruence-science-and-industry_93","Iron. Incomplete. Jack, made about 1890, for a beer lorry; the sole plate had two bolt holes for attaching it to a wooden sole which is missing, and the upright has seven holes for different setings for the fulcrum of the long lifting handle; the jack wasmade for the Gullane beer lorry which carried beer from Aberlady when the railway had been built.. . . . "
"1976-01-01T00:00:00.000Z","Science and Technology : Technology","","","","Westbank Farm, East Lothian, Scotland, Northern Europe","","","","93","Sheaf barrow with cast iron wheel, used to bring sheaves to the threshing mill in barn at Westbank Farm","Sheaf barrow with cast iron wheel; used to bring sheaves to the threshing mill in the barn at Westbank Farm.","Overall: Height 770mm. Overall: Width 680mm","","W.2012.94, described as a Sheaf barrow found unregistered at Port Edgar in 2012, was so registered in error and has been identified as W.1976.55. | Copied from W.2012.94 record: Previously marked W.1977.55 but this was incorrect.","","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Barrow, sheaf","W.1976.55","94","9741","","","","","","","","","congruence-science-and-industry","94","congruence-science-and-industry_94","Sheaf barrow with cast iron wheel; used to bring sheaves to the threshing mill in the barn at Westbank Farm.. . W.2012.94, described as a Sheaf barrow found unregistered at Port Edgar in 2012, was so registered in error and has been identified as W.1976.55. | Copied from W.2012.94 record: Previously marked W.1977.55 but this was incorrect.. . "
"1976-01-01T00:00:00.000Z","Science and Technology : Technology","","","","","","","","94","Red and green coup cart","Coup cart; shafts and bodywork painted green, and the wheels and frame painted red.","","","","","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Cart, coup","W.1976.56","95","9742","","","","","","","","","congruence-science-and-industry","95","congruence-science-and-industry_95","Coup cart; shafts and bodywork painted green, and the wheels and frame painted red.. . . . "
"1973-01-01T00:00:00.000Z","Science and Technology : Technology","","","","Cromarty Mains, Ross and Cromarty, Scotland, Northern Europe | Udale, Conon Bridge, Ross and Cromarty, Scotland, Northern Europe","|","Messrs Farrar |","Manufacturer of boiler |","101","Vertical boiler, known as a cross-tube boiler, used to drive a threshing mill and other farm machinery, with horizontal single cylinder stationery engine, with later governor, possibly Scottish, engine made in Portland, Connecticut, USA, c. 1850, boiler by Farrar, Newark, England, c. 1945 - 1950","ASBESTOS HAZARD, identified in 2009 Asbestos register. Stationary horizontal steam engine, used to drive a threshing mill and other farm machiner; single piston machine with flywheeland crankshaft; the boiler was used with the engine from 1958-1973; also an ordinary galvanised storage tank, chimney, various pipes to fit onto the boiler and sacks of material which is mixed with water to make a paste to insulate the boiler. Engine manufactured 1850, boiler manufactured in 1945.  E. Edwards note, 2012-01-12: (information from Alex Hayward) Vertical boiler, known as a cross-tube boiler.  The fire would be at the bottom of the boiler & the door through which it would be fed is clearly visible.  This is a basic steam boiler.  The internal tubes would be full of water in order to create the steam.  Date c. 1945-50 (the date was determined by the welded seam on the fire box).  This style of boiler was simple to make & therefore relatively cheap.  It only has a small footprint & is not too tall, so it was considered to be compact. They weren’t very economical, although the cross-tubes were intended to make it so. They would have been used in a variety of premises such as diaries, small factories & for driving steam cranes.  The maker’s name (Farrar of Newark) is marked on the safety valve.  The larger hole on the side of the boiler is known as a man-hole, this was to allow someone to either get their head through or if necessary for someone to climb inside (often an apprentice). The smaller holes were known as ‘mud-holes’, they allowed access to clean out the ‘mud’ from inside.  Each of these holes has a door, which have been located on a pallet near the boiler in building 11.  Each door was sealed with asbestos, though steam did leak through & cause rust around the joint.  The engine belonging to this boiler is c. 1850, it’s known as a horizontal single cylinder stationery engine.  It’s quite small apx. 10-12 brake horse power (BHP).  The governor states’ The Pickering, Portland, Conn. USA’.  AH said these were patented in 1862.  AH states the governor is a later addition to the engine. This is a British design, possibly Scottish.  AH & I discussed the possibility of this being put back into use, which I said I’d be happy for this to happen. However, the object should be kept in the collection.","","","","Monkey Dung (on sacks of material)","","","Permanent collection","","","12. HEAT ENGINES, Steam | 14. INDUSTRIES, Agriculture","Boiler | Steam engine","W.1973.16","102","10152","1950","1940","c. 1945 - 1950","Newark-on-Trent, Nottinghamshire, England, Northern Europe | Portland, Connecticut, USA, North America","","","","","congruence-science-and-industry","104","congruence-science-and-industry_104","ASBESTOS HAZARD, identified in 2009 Asbestos register. Stationary horizontal steam engine, used to drive a threshing mill and other farm machiner; single piston machine with flywheeland crankshaft; the boiler was used with the engine from 1958-1973; also an ordinary galvanised storage tank, chimney, various pipes to fit onto the boiler and sacks of material which is mixed with water to make a paste to insulate the boiler. Engine manufactured 1850, boiler manufactured in 1945.  E. Edwards note, 2012-01-12: (information from Alex Hayward) Vertical boiler, known as a cross-tube boiler.  The fire would be at the bottom of the boiler & the door through which it would be fed is clearly visible.  This is a basic steam boiler.  The internal tubes would be full of water in order to create the steam.  Date c. 1945-50 (the date was determined by the welded seam on the fire box).  This style of boiler was simple to make & therefore relatively cheap.  It only has a small footprint & is not too tall, so it was considered to be compact. They weren’t very economical, although the cross-tubes were intended to make it so. They would have been used in a variety of premises such as diaries, small factories & for driving steam cranes.  The maker’s name (Farrar of Newark) is marked on the safety valve.  The larger hole on the side of the boiler is known as a man-hole, this was to allow someone to either get their head through or if necessary for someone to climb inside (often an apprentice). The smaller holes were known as ‘mud-holes’, they allowed access to clean out the ‘mud’ from inside.  Each of these holes has a door, which have been located on a pallet near the boiler in building 11.  Each door was sealed with asbestos, though steam did leak through & cause rust around the joint.  The engine belonging to this boiler is c. 1850, it’s known as a horizontal single cylinder stationery engine.  It’s quite small apx. 10-12 brake horse power (BHP).  The governor states’ The Pickering, Portland, Conn. USA’.  AH said these were patented in 1862.  AH states the governor is a later addition to the engine. This is a British design, possibly Scottish.  AH & I discussed the possibility of this being put back into use, which I said I’d be happy for this to happen. However, the object should be kept in the collection.. . . Monkey Dung (on sacks of material). "
"1978-01-01T00:00:00.000Z","Science and Technology : Technology","","John Robertson","person","Drumnagair, Kincardineshire, Scotland, Northern Europe","","","","95","Cast oval cart name-plate with a raised edge and fixing holes, from Drumnagair","Cast oval cart name-plate, with a raised edge; pierced for fixing at each end and top and bottom. From W# record: Cart plate for J. Robertson, of Drumnagah.","","","","JOHN ROBERTSON / NO.2 / DRUMNAGAIR","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Name-plate","W.1978.42","96","9947","","","","","","","","","congruence-science-and-industry","96","congruence-science-and-industry_96","Cast oval cart name-plate, with a raised edge; pierced for fixing at each end and top and bottom. From W# record: Cart plate for J. Robertson, of Drumnagah.. . . JOHN ROBERTSON / NO.2 / DRUMNAGAIR. "
"","Science and Technology : Technology","","","","","","","","131","Last,  possibly for bicycle seats","Last possibly for bicycle seats.","","","","","","","Permanent collection","","","15. ROAD TRANSPORT","Last, bicycle seat","W.W#.0399","132","11003","","","","","","","","","congruence-science-and-industry","97","congruence-science-and-industry_97","Last possibly for bicycle seats.. . . . "
"1978-01-01T00:00:00.000Z","Science and Technology : Technology","","","","Bellfield Farm, Lilliesleaf, Roxburghshire, Scotland, Northern Europe","","","","96","Double-ended key for removing hub caps from gig wheels, from Bellfield Farm, Lilliesleaf","Key for removing hub caps from wheels of gigs, double ended fortwo sizes of caps, one octagonal for 2.25in, one hexagonal for 1.25in.","","","","","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - four-wheeled vehicles for pleasure or light work","Key, double ended","W.1978.43","97","9948","","","","","","","","","congruence-science-and-industry","98","congruence-science-and-industry_98","Key for removing hub caps from wheels of gigs, double ended fortwo sizes of caps, one octagonal for 2.25in, one hexagonal for 1.25in.. . . . "
"1978-01-01T00:00:00.000Z","Science and Technology : Technology","","","","Bellfield Farm, Lilliesleaf, Roxburghshire, Scotland, Northern Europe","","","","97","Key for removing hub caps from gig wheels, from Bellfield Farm, Lilliesleaf","Key for removing hub caps from wheels of gigs; single ended foroctagonal cap size 2.25in.","","","","","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - four-wheeled vehicles for pleasure or light work","Key","W.1978.44","98","9949","","","","","","","","","congruence-science-and-industry","99","congruence-science-and-industry_99","Key for removing hub caps from wheels of gigs; single ended foroctagonal cap size 2.25in.. . . . "
